match_id,team_name,press_pct,progressive_passes,key_passes,crosses
135,Brighton,0.5070422535211268,120.0,0.0,0.0
136,Burnley,0.36363636363636365,145.0,0.0,0.0
136,Crystal Palace,0.19230769230769232,142.0,0.0,0.0
137,Nottingham Forest,0.3220338983050847,135.0,0.0,0.0
137,Wolves,0.136986301369863,118.0,0.0,0.0
138,Chelsea,0.22807017543859648,144.0,0.0,0.0
138,Leeds,0.28205128205128205,108.0,0.0,0.0
139,Liverpool,0.3728813559322034,178.0,0.0,0.0
139,Sunderland,0.2909090909090909,112.0,0.0,0.0
140,Man Utd,0.2916666666666667,173.0,0.0,0.0
140,West Ham,0.3026315789473684,131.0,0.0,0.0
141,Arsenal,0.3076923076923077,122.0,0.0,0.0
141,Aston Villa,0.32142857142857145,119.0,0.0,0.0
142,Bournemouth,0.24358974358974358,131.0,0.0,0.0
142,Chelsea,0.27848101265822783,165.0,0.0,0.0
143,Everton,0.2535211267605634,111.0,0.0,0.0
143,Nottingham Forest,0.25757575757575757,128.0,0.0,0.0
144,Man City,0.32727272727272727,124.0,0.0,0.0
144,Sunderland,0.2647058823529412,116.0,0.0,0.0
145,Burnley,0.16071428571428573,96.0,0.0,0.0
145,Newcastle,0.3382352941176471,187.0,0.0,0.0
146,Brentford,0.25675675675675674,119.0,0.0,0.0
146,Tottenham,0.2948717948717949,138.0,0.0,0.0
147,Leeds,0.2631578947368421,119.0,0.0,0.0
147,Liverpool,0.2222222222222222,131.0,0.0,0.0
148,Brighton,0.3,143.0,0.0,0.0
148,West Ham,0.2786885245901639,91.0,0.0,0.0
149,Crystal Palace,0.19117647058823528,120.0,0.0,0.0
149,Fulham,0.3088235294117647,160.0,0.0,0.0
150,Man Utd,0.2647058823529412,134.0,0.0,0.0
150,Wolves,0.4175824175824176,123.0,0.0,0.0
151,Chelsea,0.3424657534246575,127.0,0.0,0.0
151,Everton,0.3484848484848485,130.0,0.0,0.0
152,Brighton,0.42857142857142855,157.0,0.0,0.0
152,Liverpool,0.2054794520547945,138.0,0.0,0.0
153,Burnley,0.3787878787878788,155.0,0.0,0.0
153,Fulham,0.1111111111111111,151.0,0.0,0.0
154,Arsenal,0.2,146.0,0.0,0.0
154,Wolves,0.2619047619047619,122.0,0.0,0.0
155,Crystal Palace,0.33783783783783783,125.0,0.0,0.0
155,Man City,0.24285714285714285,114.0,0.0,0.0
156,Nottingham Forest,0.3698630136986301,123.0,0.0,0.0
156,Tottenham,0.34146341463414637,119.0,0.0,0.0
157,Newcastle,0.23809523809523808,131.0,0.0,0.0
157,Sunderland,0.2777777777777778,136.0,0.0,0.0
158,Aston Villa,0.2857142857142857,123.0,0.0,0.0
158,West Ham,0.26865671641791045,115.0,0.0,0.0
159,Brentford,0.288135593220339,174.0,0.0,0.0
159,Leeds,0.3898305084745763,139.0,0.0,0.0
160,Bournemouth,0.23214285714285715,129.0,0.0,0.0
160,Man Utd,0.22641509433962265,125.0,0.0,0.0
161,Chelsea,0.2361111111111111,143.0,0.0,0.0
161,Newcastle,0.33783783783783783,125.0,0.0,0.0
162,Bournemouth,0.3108108108108108,158.0,0.0,0.0
162,Burnley,0.15384615384615385,123.0,0.0,0.0
