match_id,player_name,x,y,is_goal,xg_predicted
87,Erling Haaland,90.5,44.2,0,0.5182829157786469
87,Nico González,76.7,37.3,0,0.28170964949366567
87,Nico O'Reilly,93.0,51.5,0,0.6071243832290342
87,Phil Foden,86.4,52.6,0,0.5751814059169892
87,Rayan Cherki,78.4,64.8,0,0.24877919187361877
87,Nico González,85.9,59.1,0,0.41166326001969017
87,Matheus Nunes,77.9,32.1,0,0.1977200323524984
87,Erling Haaland,86.8,54.8,0,0.5145020711424964
88,Junior Kroupi,86.9,59.4,0,0.4153330851572354
88,Marcus Tavernier,77.1,32.1,0,0.1931470750500779
88,Justin Kluivert,86.2,62.0,0,0.3620092659330981
88,Antoine Semenyo,92.6,71.4,0,0.37804913170315557
88,Alex Scott,87.0,45.4,0,0.5202465476429863
88,Marcus Tavernier,81.6,49.3,0,0.649725927989709
88,Neco Williams,79.9,43.7,0,0.4586855531302349
88,Marcus Tavernier,99.3,0.5,1,0.3020370492639029
88,Neco Williams,81.7,70.3,0,0.1967305421811632
88,Junior Kroupi,79.1,43.0,0,0.43634675944595364
88,Alex Scott,76.2,49.7,0,0.6817041897590982
88,Marcus Tavernier,85.8,67.2,0,0.28132780030427956
88,Junior Kroupi,72.1,48.2,1,0.636526678674305
88,Dan Ndoye,79.6,51.9,0,0.6112426278780418
88,Neco Williams,75.8,49.9,0,0.690516340679058
88,Adrien Truffert,78.2,71.4,0,0.15771971045937253
88,Taiwo Awoniyi,92.8,40.9,0,0.5168549044225975
88,Morgan Gibbs-White,81.1,38.2,0,0.3215980207600992
88,Morgan Gibbs-White,92.9,54.8,0,0.5634695025340244
88,David Brooks,81.5,50.5,0,0.6573411759894904
88,Taiwo Awoniyi,88.9,70.1,0,0.30056838068435343
89,Josh Cullen,79.6,34.0,0,0.2363378632364133
89,Rodrigo Gomes,88.5,66.0,0,0.3404805112915094
89,Jhon Arias,98.9,42.5,0,0.7398259260358033
89,Zian Flemming,79.7,39.9,1,0.35280703845839007
89,Lesley Ugochukwu,85.7,58.6,0,0.4203049921917652
89,Zian Flemming,95.4,48.0,1,0.6200029856303286
89,Ladislav Krejcí,85.3,44.2,0,0.48362655150369427
89,Marshall Munetsi,89.3,49.7,0,0.6399595406544867
89,Rodrigo Gomes,90.3,63.4,0,0.40920234764737434
89,Jørgen Strand Larsen,88.5,50.0,1,0.6519215812920894
89,Marshall Munetsi,95.6,49.8,1,0.6257316750359215
89,Jaidon Anthony,83.7,44.4,0,0.4847332090143483
89,Zian Flemming,86.1,61.8,0,0.36415778831042206
89,Josh Cullen,81.9,43.2,0,0.44675436429088977
89,Jacob Bruun Larsen,83.2,67.0,0,0.25230202251970163
89,Florentino,81.2,45.4,0,0.5134999511881476
89,Jhon Arias,78.1,65.4,0,0.23685150564968083
89,Jean-Ricner Bellegarde,77.7,35.6,0,0.2522784627153714
89,Hugo Bueno,79.8,62.2,0,0.30603132469270555
89,Jørgen Strand Larsen,85.9,50.3,0,0.6505325708562218
89,João Gomes,70.7,66.7,0,0.18641770206509947
89,Quilindschy Hartman,72.5,57.1,0,0.43303127057400886
89,Jean-Ricner Bellegarde,81.2,44.0,0,0.469131027293454
89,Rodrigo Gomes,88.7,36.8,0,0.3806408417564546
89,Lyle Foster,86.6,54.7,1,0.5164476694929574
89,Santiago Bueno,87.9,38.4,0,0.3908645602470412
90,Jack Grealish,95.9,60.2,0,0.601418856936617
90,Kiernan Dewsbury-Hall,89.2,33.3,0,0.3456483316100535
90,Micky van de Ven,96.5,47.9,1,0.6408853017555738
90,James Garner,69.4,49.2,0,0.684044689016298
90,Rodrigo Bentancur,80.5,55.8,0,0.47475709786277887
90,Kiernan Dewsbury-Hall,96.0,59.5,0,0.6105011422295655
90,Rodrigo Bentancur,95.4,44.3,0,0.6130639587092719
90,Iliman Ndiaye,91.8,44.2,0,0.5348729093750746
90,Micky van de Ven,97.5,49.4,1,0.6362914418244868
90,Beto,95.2,46.7,0,0.6148267505869353
90,Mohammed Kudus,75.1,49.8,0,0.6889955216707144
90,Richarlison,90.8,42.1,0,0.4907831812907317
90,James Garner,86.7,69.9,0,0.2628788048669301
90,Iliman Ndiaye,81.6,54.6,0,0.5134191942116545
90,Idrissa Gueye,85.9,44.0,0,0.4808854651378015
90,Thierno Barry,76.5,54.2,0,0.5326362441246643
90,Merlin Röhl,95.3,48.8,0,0.6204811166467357
90,Vitalii Mykolenko,72.2,54.2,0,0.5414210382769035
90,Pape Matar Sarr,95.5,47.4,1,0.6215035853022046
91,Carlos Baleba,76.2,30.1,0,0.1627303191282112
91,Yasin Ayari,84.7,56.0,0,0.4763580942085538
91,Yasin Ayari,79.0,62.6,0,0.2936934545181177
91,Danny Welbeck,93.3,48.0,1,0.6008158127028348
91,Yasin Ayari,79.0,37.2,0,0.28961944326380434
91,Sean Longstaff,74.6,57.1,0,0.4318108783335391
91,Danny Welbeck,81.7,39.2,0,0.3462417160800578
91,Diego Gómez,76.9,44.2,0,0.4749923290813667
91,Yankuba Minteh,87.0,53.9,0,0.5385471731676553
91,Sean Longstaff,87.8,41.7,0,0.4450643857419244
91,Jan Paul van Hecke,86.5,51.6,0,0.6060536979876163
91,Georginio Rutter,78.2,64.6,0,0.251228028866651
91,Diego Gómez,85.3,53.3,0,0.5542043746127209
91,Dominic Calvert-Lewin,79.1,68.7,0,0.1948566326863764
91,Diego Gómez,95.7,49.0,1,0.6235937699616733
91,Diego Gómez,91.0,47.2,1,0.5762342375492904
91,Yasin Ayari,84.4,50.6,0,0.6447940681019126
91,Lukas Nmecha,91.8,31.7,0,0.38923583987917953
91,Anton Stach,91.7,66.0,0,0.41225864283402214
92,Viktor Gyökeres,97.7,49.9,1,0.6226999916209868
92,Jurriën Timber,95.5,45.0,0,0.6185288982388913
92,Riccardo Calafiori,93.1,66.2,0,0.44978077166432623
92,Bukayo Saka,84.4,46.4,0,0.545002779953781
92,Bukayo Saka,88.5,38.2,0,0.3970339296949591
92,Leandro Trossard,88.1,56.2,0,0.4889715307745622
92,Declan Rice,91.4,51.0,1,0.6163001159197907
92,Eberechi Eze,84.9,60.3,0,0.37925045843903515
92,Leandro Trossard,80.6,65.6,0,0.24966242536686356
92,Jurriën Timber,87.8,27.9,0,0.2582179347231179
92,Zian Flemming,86.1,51.1,0,0.6230931240289047
92,Florentino,96.0,49.5,0,0.6249501956507459
92,Ethan Nwaneri,76.8,46.8,0,0.5693842834995555
92,Christian Nørgaard,81.5,38.3,0,0.3260969085870886
92,Marcus Edwards,75.8,37.6,0,0.2852260984343946
93,Yéremy Pino,76.6,52.1,0,0.6117559024779698
93,Dango Ouattara,79.3,42.7,0,0.4275276600025621
93,Jean-Philippe Mateta,92.3,45.8,0,0.5626625693701667
93,Daichi Kamada,84.4,69.9,0,0.23030723466189224
93,Jean-Philippe Mateta,88.3,43.8,1,0.49047844556583137
93,Ismaïla Sarr,84.6,41.7,0,0.4193257458465035
93,Mikkel Damsgaard,82.0,46.9,0,0.5632632045631077
93,Nathan Collins,8.0,39.7,1,0.47024992107168506
93,Ismaïla Sarr,87.1,44.4,0,0.49613952126686095
93,Daichi Kamada,76.3,47.7,0,0.6049047173382393
93,Jefferson Lerma,87.4,59.7,0,0.4154183775080952
93,Kristoffer Ajer,95.2,60.1,0,0.5777785063088637
93,Vitaly Janelt,84.6,55.6,0,0.48682290403436135
93,Daniel Muñoz,79.8,12.9,0,0.0682040385226121
93,Reiss Nelson,80.6,57.7,0,0.4183896609590008
93,Jordan Henderson,74.3,62.0,0,0.29039422660147207
93,Ismaïla Sarr,81.5,65.8,0,0.2536321601174038
94,Jean-Ricner Bellegarde,86.5,31.1,0,0.2710791771874785
94,Ryan Sessegnon,87.2,64.4,1,0.3393906872654224
94,Harry Wilson,78.4,38.5,0,0.31477512262592056
94,Marshall Munetsi,88.9,39.8,0,0.42715160112753303
94,Harry Wilson,71.8,36.6,0,0.25262172022170976
94,Harry Wilson,90.1,34.0,0,0.3732584875255019
94,Jean-Ricner Bellegarde,78.1,62.4,0,0.2937212634594137
94,Ladislav Krejcí,92.8,43.6,0,0.5447839308087414
94,Kenny Tete,74.6,34.0,0,0.21054529431269856
94,Joachim Andersen,98.8,60.7,0,0.710954167920661
94,Kenny Tete,72.1,51.9,0,0.6325803347421928
94,Alex Iwobi,85.6,66.9,0,0.2824024686393919
94,Kenny Tete,97.4,33.9,0,0.6038360972111702
94,Sander Berge,83.7,44.9,0,0.4991857781664953
94,Harry Wilson,81.1,42.1,1,0.4141859313779207
94,Josh King,78.7,44.1,0,0.471048847458851
94,Harry Wilson,78.4,41.2,0,0.3827366645135537
94,Yerson Mosquera,3.2,48.2,1,0.8268478475841664
94,Emile Smith Rowe,92.7,57.3,0,0.533325730218793
94,Samuel Chukwueze,93.6,51.5,0,0.6090304202415961
94,Tom Cairney,83.9,52.6,0,0.5775371087131904
94,Samuel Chukwueze,86.7,34.6,0,0.3180691947415032
94,Adama Traoré,84.6,69.1,0,0.24201978159348228
94,Tolu Arokodare,81.2,34.8,0,0.26056538403354784
94,Rodrigo Muniz,81.4,66.0,0,0.24978365183582496
95,Benjamin Sesko,89.5,47.6,0,0.5815776625665561
95,Igor Jesus,86.4,52.9,0,0.5662106999183661
95,Nikola Milenkovic,96.6,57.3,0,0.6468059298029674
95,Dan Ndoye,75.2,31.6,0,0.17680955870367301
95,Elliot Anderson,78.1,49.1,0,0.6530429269769394
95,Callum Hudson-Odoi,81.8,70.9,0,0.19110302215655942
95,Benjamin Sesko,77.0,58.8,0,0.3801450743136384
95,Amad Diallo,78.9,32.4,0,0.2081324779930484
95,Casemiro,93.7,46.2,1,0.5855057558022712
95,Callum Hudson-Odoi,80.8,69.1,0,0.20278254395377665
95,Amad Diallo,79.7,45.4,0,0.5142825047643335
95,Morgan Gibbs-White,88.8,37.1,0,0.3865031905636157
95,Morgan Gibbs-White,91.8,54.0,1,0.5603279365571356
95,Igor Jesus,91.1,52.1,0,0.5911379910156807
95,Nicolò Savona,95.9,50.8,1,0.6247644379633593
95,Bryan Mbeumo,83.7,42.3,0,0.4288427433726289
95,Murillo,91.8,48.1,0,0.5968276769711164
95,Bruno Fernandes,74.0,33.3,0,0.1967950014053439
95,Casemiro,90.8,37.9,0,0.4361264247186777
95,Igor Jesus,97.7,41.4,0,0.6822733933770906
95,Callum Hudson-Odoi,77.1,46.1,0,0.5426449764599773
95,Casemiro,70.2,54.9,0,0.518537118944154
95,Bruno Fernandes,81.6,56.0,0,0.46959875283548125
95,Matheus Cunha,77.1,44.4,0,0.4817581939829419
95,Patrick Dorgu,87.5,76.1,0,0.2148033328592302
95,Patrick Dorgu,94.9,50.0,0,0.62957992782705
95,Amad Diallo,81.5,46.7,1,0.557068290744926
95,Neco Williams,80.2,62.0,0,0.3123243363378944
95,Nikola Milenkovic,91.6,53.2,0,0.5718040850764083
95,Matheus Cunha,77.0,48.3,0,0.6259330327334951
95,Benjamin Sesko,96.4,69.3,0,0.530731784468483
95,Callum Hudson-Odoi,87.4,60.7,0,0.398371231215169
95,Elliot Anderson,88.1,62.2,0,0.38486875556339073
95,Casemiro,68.4,45.6,0,0.5427414952528132
95,Amad Diallo,90.3,61.1,0,0.4385440224578089
96,Marc Cucurella,85.0,45.6,0,0.5213549382797286
96,Reece James,72.5,57.3,0,0.42609585462138766
96,Alejandro Garnacho,85.2,65.4,0,0.29748862495626505
96,João Pedro,87.6,68.6,0,0.2927787926071652
96,Mohammed Kudus,81.1,29.2,0,0.1858454159256409
96,João Pedro,91.6,48.2,1,0.598462310660637
96,João Pedro,89.8,46.6,0,0.558798593669833
96,Enzo Fernández,77.1,51.8,0,0.6218300463720935
96,Mohammed Kudus,85.8,31.3,0,0.26293393919043706
96,Enzo Fernández,95.5,51.1,0,0.6221204774868377
96,Pedro Neto,89.0,28.6,0,0.28865918752834785
96,Pedro Neto,95.7,51.3,0,0.6236363478386575
96,João Pedro,95.7,65.4,0,0.545700894746721
96,Mohammed Kudus,86.8,37.0,0,0.3539019228205538
96,Pedro Neto,89.3,32.9,0,0.3429609303711552
96,Reece James,81.8,47.9,0,0.5986145959984857
96,Jamie Gittens,88.3,59.7,0,0.4265682628090963
96,João Pedro,91.1,45.4,0,0.5441874935297223
97,Ryan Gravenberch,74.7,36.1,0,0.24970408003561534
97,Morgan Rogers,83.7,62.6,0,0.32563936877763466
97,Dominik Szoboszlai,73.1,44.8,0,0.5012404719683635
97,Cody Gakpo,90.8,61.1,0,0.4485981919577548
97,Andy Robertson,85.5,51.9,0,0.5981249902541811
97,Matty Cash,81.9,18.3,0,0.10722918362794115
97,Morgan Rogers,72.2,37.2,0,0.2670305854519532
97,Mohamed Salah,75.3,43.2,0,0.4416741675565827
97,Dominik Szoboszlai,81.6,51.5,0,0.6206407373555138
97,Evann Guessand,84.7,51.9,0,0.5995418916664953
97,Dominik Szoboszlai,80.9,70.5,0,0.18739901132822853
97,Cody Gakpo,84.6,54.4,0,0.5208839173124012
97,Ibrahima Konaté,91.5,43.5,0,0.5210485881683443
97,Cody Gakpo,77.7,63.2,0,0.27536482515862687
97,Matty Cash,71.4,46.2,0,0.5590927729853158
97,Alexis Mac Allister,90.6,36.6,0,0.41576038929311576
97,Mohamed Salah,85.9,28.3,1,0.23129598131525472
97,Conor Bradley,72.5,46.8,0,0.5799857564564176
97,Morgan Rogers,92.0,39.4,0,0.48123744325745765
97,Ryan Gravenberch,81.3,48.3,1,0.614181408469821
97,Mohamed Salah,82.4,44.8,0,0.4947418939582761
97,Ross Barkley,76.0,39.3,0,0.32657309022190706
97,Donyell Malen,80.5,30.7,0,0.19790142356224477
97,Ross Barkley,86.7,62.4,0,0.3618296992246796
97,Cody Gakpo,84.3,62.6,0,0.3312778463725344
97,Jadon Sancho,79.6,66.2,0,0.23325203929852403
98,Jarrod Bowen,84.1,63.2,0,0.3190663427763903
98,Jacob Murphy,81.3,31.7,1,0.2170242880764146
98,Callum Wilson,91.4,28.3,0,0.34149428823444117
98,Jacob Murphy,88.1,31.5,0,0.3029625007678285
98,Jacob Murphy,74.1,45.8,0,0.5372452433195366
98,Lucas Paquetá,75.4,60.3,0,0.33576668163316353
98,Crysencio Summerville,78.1,66.9,0,0.21318443771425766
98,Maximilian Kilman,89.4,47.3,0,0.5739976914256852
98,Lucas Paquetá,73.4,66.9,1,0.1914357941191326
98,Anthony Gordon,80.1,52.2,0,0.5989379082906919
98,Jacob Murphy,73.1,40.7,0,0.3613992142525048
98,Joelinton,89.0,68.5,0,0.32049865666567545
98,Crysencio Summerville,93.3,44.0,0,0.5587073586195752
98,Crysencio Summerville,76.4,62.6,0,0.2827937299364203
98,Sven Botman,10.7,65.6,1,0.251170673960779
98,William Osula,90.3,62.2,0,0.424302765264312
98,Jacob Murphy,85.6,36.4,0,0.32914700314246087
98,Maximilian Kilman,88.2,51.6,0,0.6035089195679316
98,Jarrod Bowen,72.1,43.6,0,0.4583652303652534
98,Fabian Schär,68.7,40.5,0,0.35478115056747683
98,Bruno Guimarães,81.1,46.4,0,0.5472395536684601
98,Mateus Fernandes,85.9,45.1,0,0.5092068098035268
98,Harvey Barnes,88.3,71.6,0,0.2726782171049086
98,William Osula,91.2,55.4,0,0.5326260407189933
98,Jarrod Bowen,89.8,69.9,0,0.32199621739477347
98,Jarrod Bowen,91.4,35.6,0,0.422794292510889
98,Tomás Soucek,97.6,50.9,0,0.6468536883529169
98,Tomás Soucek,98.3,49.6,1,0.6414040936725329
99,Phil Foden,88.4,66.7,0,0.329968210684215
99,Erling Haaland,87.2,65.8,0,0.32049310440411166
99,Erling Haaland,86.9,57.5,1,0.45268296385465306
99,Tyler Adams,95.2,50.3,1,0.6255292433479029
99,Rayan Cherki,89.4,40.2,0,0.4408805008221032
99,Erling Haaland,90.1,53.2,0,0.5643345489099485
99,Erling Haaland,91.9,65.6,1,0.4220961733007569
99,Nico O'Reilly,95.8,67.8,0,0.5242532614498705
99,Antoine Semenyo,71.0,68.3,0,0.16272659551202082
99,Erling Haaland,88.6,60.9,0,0.41196680958455023
99,Erling Haaland,91.1,43.2,0,0.510869714742058
99,Antoine Semenyo,40.0,93.0,0,0.0073620196228948625
99,Rayan Cherki,77.8,26.5,0,0.13506680787724223
99,Junior Kroupi,93.0,34.2,0,0.4511189794392312
99,Junior Kroupi,85.2,51.6,0,0.6085481034690032
99,David Brooks,70.6,41.1,0,0.3734962511686559
99,Nico O'Reilly,86.8,61.1,1,0.38423902015696293
99,Adrien Truffert,86.1,66.0,0,0.30124024960882856
99,Rayan Cherki,80.9,43.0,0,0.43895655193169797
99,Tijjani Reijnders,85.3,29.5,0,0.2354495492666863
99,Omar Marmoush,96.7,40.9,0,0.6394065255606862
99,Marcus Tavernier,76.5,43.2,0,0.4414459325716934
99,Tijjani Reijnders,84.4,43.4,0,0.4596088516107484
100,James Garner,73.5,47.7,0,0.6127026627599622
100,Iliman Ndiaye,88.7,54.6,0,0.5271865945082289
100,Thierno Barry,88.9,35.6,0,0.3683359499481229
100,Bertrand Traoré,78.7,53.0,0,0.5727026131281441
100,Iliman Ndiaye,84.1,49.2,1,0.6386774935063076
100,Jack Grealish,76.1,54.9,0,0.5076294708498659
100,Kiernan Dewsbury-Hall,84.3,50.3,0,0.6556401448751866
100,Thierno Barry,97.0,44.5,0,0.6688210602168491
100,Bertrand Traoré,89.2,33.7,0,0.3504597335257224
100,Lutsharel Geertruida,77.8,57.0,0,0.43532244679959176
100,Wilson Isidor,89.0,52.3,0,0.5837152617296668
100,Nordi Mukiele,83.7,30.3,0,0.22420465345621948
100,Bertrand Traoré,86.7,37.6,0,0.3618296992246796
100,Dan Ballard,95.1,56.4,0,0.6007069414407016
100,Enzo Le Fée,89.2,67.7,0,0.333847734942007
100,Granit Xhaka,81.6,60.9,1,0.3435021391874928
100,Enzo Le Fée,74.8,59.8,0,0.3484922006847154
100,Reinildo Mandava,90.8,66.2,0,0.38719793035035593
100,Bertrand Traoré,81.3,42.3,0,0.4201940194697525
100,Wilson Isidor,87.0,70.5,0,0.2611887860415788
100,Dan Ballard,96.1,54.9,0,0.6372749209159869
100,Wilson Isidor,90.0,42.4,0,0.48328031184946657
100,Trai Hume,92.0,48.3,0,0.6012266030531714
100,Nordi Mukiele,92.4,48.9,0,0.6136986276149717
100,Vitalii Mykolenko,77.4,73.0,0,0.13716401415435991
101,Xavi Simons,80.4,50.0,0,0.6792582436922286
101,Richarlison,91.2,49.1,0,0.6189564429933891
101,Pape Matar Sarr,75.7,35.8,0,0.24731846210703326
101,Matheus Cunha,90.3,33.8,0,0.3754270247540649
101,Bryan Mbeumo,91.4,50.0,0,0.6418738506653858
101,Bryan Mbeumo,92.1,57.0,1,0.5248569234838081
101,Cristian Romero,92.9,51.9,0,0.6003433842140461
101,João Palhinha,88.9,53.8,0,0.5463077241633182
101,Bruno Fernandes,84.4,46.4,0,0.545002779953781
101,Richarlison,82.8,73.0,0,0.1798905256498151
101,Mathys Tel,87.8,54.4,1,0.5279513922934104
101,Mathys Tel,89.3,55.2,0,0.5182324979704874
101,Wilson Odobert,78.4,61.7,0,0.31026864310400215
101,Richarlison,90.5,50.9,1,0.6199733187628786
101,Matthijs de Ligt,97.5,41.9,1,0.6774371601720091
102,Thierno Barry,91.7,53.0,0,0.5759049114436035
102,Thierno Barry,92.5,55.1,0,0.5539932713818378
102,James Garner,69.8,51.9,0,0.6395509553655763
102,Alex Iwobi,87.8,49.5,0,0.6381239265985194
102,Iliman Ndiaye,78.3,48.8,0,0.6411139620345611
102,James Garner,79.7,70.9,0,0.17343626130259568
102,Raúl Jiménez,85.3,46.1,0,0.5362485129001828
102,Raúl Jiménez,81.6,46.4,0,0.5466747655715942
102,Kevin,76.8,60.0,0,0.34664523572720096
102,James Garner,79.4,56.0,0,0.4679058721715268
102,Harry Wilson,84.4,26.6,0,0.19428973984918235
102,James Tarkowski,96.7,43.0,0,0.6520729574406186
102,Idrissa Gueye,94.9,56.4,1,0.5948743852564217
102,Kevin,77.3,63.1,0,0.2756721422678467
102,Rodrigo Muniz,88.4,32.9,0,0.32511434631959946
102,Idrissa Gueye,75.9,70.9,0,0.149868509975442
102,Kiernan Dewsbury-Hall,81.6,55.5,0,0.4848614213507871
102,Michael Keane,95.4,46.0,1,0.618168441013803
102,Adama Traoré,86.8,28.9,0,0.25147697331508373
102,James Garner,80.5,31.3,0,0.20527454719662072
102,Beto,94.3,49.9,0,0.6300370024347774
102,Jack Grealish,79.1,65.0,0,0.24938230394723054
103,Jarrod Bowen,77.9,39.8,0,0.3442934772406231
103,Lesley Ugochukwu,75.7,52.8,0,0.5872666888394573
103,Loum Tchaouna,75.0,48.1,0,0.6240043801824869
103,Lesley Ugochukwu,89.0,53.8,0,0.5466801799631877
103,Lesley Ugochukwu,87.5,46.0,0,0.5370555028098478
103,Josh Cullen,78.3,43.8,0,0.46119903338560714
103,Zian Flemming,92.6,52.1,1,0.5958433155441494
103,Jarrod Bowen,80.6,41.9,0,0.40735220360678237
103,Maximilian Kilman,89.9,45.8,0,0.542363743668001
103,Callum Wilson,95.4,45.2,0,0.6162695667209857
103,Crysencio Summerville,80.6,64.4,0,0.26938573040738556
103,Crysencio Summerville,87.5,58.4,0,0.44013720922891764
103,Callum Wilson,97.0,48.6,1,0.6442598753261983
103,Zian Flemming,90.6,45.1,0,0.5344717740759974
103,Lucas Paquetá,78.4,64.6,0,0.2523044069781119
103,Lucas Paquetá,72.6,45.6,0,0.5327502161887362
103,Jaidon Anthony,86.2,64.8,0,0.31918585558703527
103,Lesley Ugochukwu,89.7,44.2,0,0.5101172567684711
103,Florentino,76.6,34.2,0,0.2224737508266032
103,Crysencio Summerville,91.3,71.7,0,0.33888374007598293
103,Jarrod Bowen,75.9,31.8,0,0.1828218510565112
103,Lucas Paquetá,84.9,28.2,0,0.2163495997957428
103,Tomás Soucek,98.8,54.3,1,0.7504415243127075
103,Florentino,91.8,42.1,0,0.5084443148598854
103,Tomás Soucek,75.7,34.0,0,0.21505304234040293
103,Kyle Walker-Peters,98.8,51.0,1,0.7021521944513914
103,Marcus Edwards,91.0,56.1,0,0.519613996520041
103,Jacob Bruun Larsen,74.4,38.0,0,0.29063057733918074
103,Jacob Bruun Larsen,79.5,77.1,0,0.11796717753066853
103,Hannibal Mejbri,72.0,80.2,0,0.0648455175008631
103,Josh Cullen,96.7,51.8,1,0.6427491533651016
104,Declan Rice,74.7,68.4,0,0.17459400126743624
104,Declan Rice,76.0,49.9,0,0.6898733845769685
104,Eberechi Eze,81.2,47.2,0,0.5750033931296658
104,Wilson Isidor,92.3,68.7,0,0.3987800103719117
104,Bukayo Saka,88.6,38.7,0,0.4059788743992096
104,Dan Ballard,91.8,41.9,1,0.5060280492021593
104,Eberechi Eze,87.4,45.0,0,0.5118187816295208
104,William Saliba,89.2,49.9,0,0.646404517836298
104,Wilson Isidor,85.6,58.1,0,0.43028504685756674
104,Martín Zubimendi,86.0,39.4,0,0.38399055830002127
104,Bukayo Saka,90.3,67.5,0,0.3603577955181681
104,Nordi Mukiele,87.4,67.1,0,0.3072726662194931
104,Bukayo Saka,90.4,35.8,1,0.4015680675639352
104,Martín Zubimendi,93.3,58.2,0,0.5381433282275859
104,Eberechi Eze,86.2,49.3,0,0.6361155747410945
104,Enzo Le Fée,86.8,56.6,0,0.4714697488942915
104,Martín Zubimendi,83.7,47.3,0,0.5744815778221157
104,Eberechi Eze,87.2,54.8,0,0.5159058017950673
104,Leandro Trossard,81.5,67.6,1,0.2279373489235179
104,Declan Rice,47.3,49.7,0,0.7675435046719298
104,Brian Brobbey,92.3,54.5,1,0.5587027258900433
104,Riccardo Calafiori,96.8,58.7,0,0.6459929174270667
104,Mikel Merino,95.1,49.9,0,0.6277263934337838
105,Enzo Fernández,86.2,82.9,0,0.14370546913411017
105,Alejandro Garnacho,87.6,55.0,0,0.5126976378649853
105,Marc Cucurella,81.1,65.2,0,0.25978956282067417
105,Enzo Fernández,87.9,54.2,0,0.5332039393223226
105,Liam Delap,84.2,42.1,0,0.42640396007460174
105,Marc Cucurella,73.5,50.5,0,0.6826968842956707
105,Enzo Fernández,84.0,68.2,0,0.24559051369904839
105,Wesley Fofana,95.2,40.3,0,0.5810663237837734
105,Alejandro Garnacho,81.8,69.4,0,0.20799653193053752
105,Enzo Fernández,84.7,55.7,0,0.4843812127920041
105,João Pedro,82.4,51.3,0,0.6257026036256408
105,Malo Gusto,97.1,46.6,1,0.6698819858722836
105,Liam Delap,79.4,56.2,0,0.4615165830280002
105,Jean-Ricner Bellegarde,72.8,49.4,0,0.6810815216565045
105,João Pedro,90.3,48.3,1,0.5995795004187379
105,Enzo Fernández,79.7,67.1,0,0.22064085060562538
105,Pedro Neto,93.3,47.4,1,0.5931199255098718
105,João Pedro,84.5,49.4,0,0.6444931543787505
105,Marc Guiu,96.4,56.5,0,0.6431592494641659
105,Marc Guiu,96.2,55.8,0,0.6385835057425701
105,Marshall Munetsi,79.1,41.5,0,0.39260667856834214
105,Jørgen Strand Larsen,89.2,65.5,0,0.3602456937829928
105,Alejandro Garnacho,85.6,69.3,0,0.253077449386076
106,Matty Cash,77.6,22.6,0,0.10405809530976227
106,Boubacar Kamara,79.4,35.4,0,0.258082532271774
106,Emiliano Buendía,77.9,37.2,0,0.28443743309125324
106,Marcus Tavernier,81.9,48.1,0,0.6055130231186588
106,Emiliano Buendía,80.9,53.8,1,0.5405920144165889
106,Ollie Watkins,92.0,66.2,0,0.4180805867671768
106,Ollie Watkins,88.6,62.6,0,0.3872214997704203
106,Emiliano Buendía,90.9,46.2,0,0.5564742805330175
106,Ollie Watkins,95.7,51.0,0,0.6235937699616733
106,Amadou Onana,77.1,61.1,1,0.3195890656895769
106,Evanilson,93.6,45.8,0,0.5804453312227055
106,Justin Kluivert,76.4,66.5,0,0.21019624535785317
106,Marcus Tavernier,77.1,67.8,0,0.19453763681076094
106,Álex Jiménez,73.7,40.2,0,0.3471759213512887
106,Marcus Tavernier,84.4,66.4,0,0.273801745768391
106,Alex Scott,77.4,49.1,0,0.6552024387042874
106,Lewis Cook,75.0,52.7,0,0.5929441645479422
106,Evanilson,96.5,58.5,0,0.635949176195892
106,Adrien Truffert,87.0,58.7,0,0.4295176146825675
106,John McGinn,85.2,37.6,0,0.3439491943398056
106,Antoine Semenyo,88.5,50.0,0,0.6519215812920894
106,Morgan Rogers,85.9,73.2,0,0.21635496048332167
106,Ross Barkley,97.5,42.1,1,0.6786650668070594
106,Youri Tielemans,82.2,51.7,0,0.6119253302177855
106,Donyell Malen,90.2,52.0,1,0.5921567598174304
106,Donyell Malen,86.9,41.1,0,0.42472206184238087
106,Donyell Malen,90.9,64.8,0,0.4059259493426194
106,David Brooks,94.2,65.3,0,0.4942684841620918
107,Bruno Guimarães,76.6,36.8,0,0.2707920157772363
107,Kevin Schade,85.9,59.3,0,0.40767414368572685
107,Aaron Hickey,95.7,33.0,0,0.5290544988892882
107,Harvey Barnes,90.8,59.1,1,0.4744562075051761
107,Aaron Hickey,85.1,57.2,0,0.4478308025038912
107,Jordan Henderson,70.8,32.2,0,0.1694097256651015
107,Nathan Collins,91.9,55.8,0,0.5363466964485633
107,Yehor Yarmoliuk,91.6,32.2,0,0.38940242699171057
107,Sepp van den Berg,96.1,54.6,0,0.6376149709755492
107,Kevin Schade,96.0,47.4,1,0.6319649427781932
107,Jacob Murphy,78.1,35.4,0,0.2506992548173831
107,Dango Ouattara,86.5,32.7,0,0.29034113611674317
107,Igor Thiago,85.0,71.6,0,0.21972648953709745
107,Harvey Barnes,74.7,47.0,0,0.5820919207092714
107,Igor Thiago,88.5,50.0,1,0.6519215812920894
107,Malick Thiaw,90.1,51.7,0,0.5995573075072906
107,Mathias Jensen,75.7,54.9,0,0.5081994874175643
107,Igor Thiago,86.2,50.2,1,0.6529758607054803
